worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
36378612,116558,10,0,6,0,elite,BIH,01,Tuzla,109.175.20.211,,,0,,1.0,300,1.0
36401048,6BE817BE9D24BECDF063FCF4079B2070,5,2,5,0,neodev,SRB,00,Beograd,212.69.22.141,,,0,,0.6,300,1.0
36406175,8718179,10,0,6,0,clixsense,ESP,55,León,88.8.174.123,,,0,,1.0,300,1.0
36429497,8726468,35,1,11,0,clixsense,MYS,14,Kuala Lumpur,113.210.190.74,,,0,,0.9091,300,1.0
36457253,8736655,105,2,25,0,clixsense,SRB,00,Belgrade,178.223.193.179,,,0,,0.92,5,1.0
36499736,8752151,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
36517353,8758888,5,0,5,0,clixsense,BIH,01,Lukavac,5.149.74.248,,,0,,1.0,300,1.0
36530146,8763981,15,0,7,0,clixsense,POL,"","",77.115.51.26,,,0,,1.0,300,1.0
36543416,D2FA9CEFDF231EC8F063FCF4079B2070,50,0,14,0,neodev,SRB,00,Belgrade,79.101.164.9,,,0,,1.0,375,1.0
36592014,118730,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
36607939,D5B0FFFD003408A8BE88392C7C4AEDF0,5,2,5,0,neodev,ESP,55,León,81.172.102.211,,,0,,0.6,300,1.0
36636933,8802977,75,2,19,0,clixsense,ESP,31,Cartagena,79.157.64.38,,,0,,0.8947,321,1.0
36651380,119445,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
36670342,5E19E35832E5F5DB5213CA1A0E82036F,30,1,10,0,neodev,SRB,00,Belgrade,24.135.214.244,,,0,,0.9,300,1.0
36676018,119699,5,2,5,0,elite,VNM,44,Hanoi,117.5.171.153,,,0,,0.6,0,1.0
36680213,119752,30,0,10,0,elite,BIH,01,Tuzla,37.203.105.97,,,0,,1.0,500,1.0
36680613,119758,15,0,7,0,elite,BIH,01,Tuzla,31.47.25.115,,,0,,1.0,300,1.0
36691194,255C26F80F6AD820514FB4CA2928E334,5,0,5,0,neodev,RUS,66,Saint Petersburg,92.255.120.76,,,0,,1.0,300,1.0
36754694,CA2A7A17C8B537E62BFA95FAD8D0CB36,30,1,10,0,neodev,ITA,15,Palermo,151.52.48.249,,,0,,0.9,300,1.0
36792520,8858825,15,0,6,0,clixsense,POL,84,Skarzysko-kamienna,91.239.249.131,,,0,,1.0,300,1.0
36820572,4FADFC384705A4FD999200CE4C413AA0,20,0,8,0,neodev,VEN,25,Caracas,190.200.210.246,,,0,,1.0,300,1.0
36846492,82B1B675ABAB45CF87D9602DE7E4D81B,40,0,12,0,neodev,VEN,25,Caracas,186.185.105.36,,,0,,1.0,60,1.0
36865909,121665,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
36873360,81422F44E302603ABC6DC3AAB9FA15F9,85,0,21,0,neodev,BIH,"","",89.111.226.2,,,0,,1.0,436,1.0
36875240,121766,5,3,5,0,elite,EGY,11,Cairo,41.232.118.247,,,0,,0.4,300,1.0
36880941,8893150,25,0,9,0,clixsense,ESP,51,Adra,89.140.250.137,,,0,,1.0,300,1.0
36895228,1810905,75,1,19,0,tremorgames,CAN,NB,Moncton,142.167.5.32,,,0,,0.9474,500,1.0
36956678,09AEEB0138D3446413B45070835AF903,25,0,9,0,neodev,UKR,15,Lviv,194.44.222.27,,,0,,1.0,300,1.0
36973932,1C54380659AF74AB0838C9B4A7C5B92A,265,2,57,0,neodev,ARG,21,Santa Fe,190.190.160.234,,,0,,0.9649,795,1.0
37019114,26EC164633D85D0EBE2CB08758655D00,5,0,5,0,neodev,PRT,21,Vila Real,2.81.223.203,,,0,,1.0,0,1.0
37030209,70A38CC8B32E31A4BD4231B0CD821AB6,5,2,5,0,neodev,IND,"","",49.14.97.119,,,0,,0.6,0,1.0
37097077,661CA44CA486A05364EA4109F71985C3,65,3,17,0,neodev,RUS,67,Saratov,79.126.90.178,,,0,,0.8235,300,1.0
37159422,69615EFF7C087D72274850ECB9537659,109,2,25,0,neodev,RUS,47,Pravdinskiy,95.143.23.79,,,0,,0.92,109,1.0
37161422,124981,5,1,5,0,elite,BIH,01,Tuzla,37.203.105.97,,,0,,0.8,0,1.0
37200425,125874,5,2,5,0,elite,IDN,08,Surabaya,36.74.187.19,,,0,,0.6,300,1.0
37254664,01ED464F472AE454951EB4356D7835FF,5,0,5,0,neodev,BIH,01,Srebrenik,109.175.7.126,,,0,,1.0,0,1.0
37303761,0D805142482A124FC338D6D1E28E12C0,60,0,15,0,neodev,DEU,03,"",134.102.82.25,,,0,,1.0,367,1.0
37429375,BA806578D3F3B96FE072395DC2023399,5,0,5,0,neodev,COL,04,Soledad,186.121.31.67,,,0,,1.0,300,1.0
37476689,05EC907348EF564F514FB4CA2928E334,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
37525662,129700,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
37717806,8E6AE09E1DBD21AB6B390050D52FDAD3,5,1,5,0,neodev,BIH,"","",89.111.244.154,,,0,,0.8,300,1.0
37829504,132961,55,0,15,0,elite,BIH,01,Sarajevo,80.80.46.138,,,0,,1.0,300,1.0
