id,are_these_two_sounds_similar,are_these_two_sounds_similar:confidence,query-preview-lq-mp3,query-preview-lq-ogg,query_id,result-preview-lq-mp3,result-preview-lq-ogg,result_id
954078563,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/84/84521_1313208-lq.mp3"," https://www.freesound.org/data/previews/84/84521_1313208-lq.ogg"," 50802-84521"
954078564,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/74/74408_988961-lq.mp3"," https://www.freesound.org/data/previews/74/74408_988961-lq.ogg"," 50802-74408"
954078565,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/343/343282_2123898-lq.mp3"," https://www.freesound.org/data/previews/343/343282_2123898-lq.ogg"," 50802-343282"
954078566,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/170/170989_2694940-lq.mp3"," https://www.freesound.org/data/previews/170/170989_2694940-lq.ogg"," 50802-170989"
954078567,"second_option
second_option
first_option
first_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/167/167277_2873260-lq.mp3"," https://www.freesound.org/data/previews/167/167277_2873260-lq.ogg"," 50802-167277"
954078568,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/156/156091_2365601-lq.mp3"," https://www.freesound.org/data/previews/156/156091_2365601-lq.ogg"," 50802-156091"
954078569,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/83/83930_1229315-lq.mp3"," https://www.freesound.org/data/previews/83/83930_1229315-lq.ogg"," 50802-83930"
954078570,"second_option
second_option
second_option
second_option
first_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/66/66574_321967-lq.mp3"," https://www.freesound.org/data/previews/66/66574_321967-lq.ogg"," 50802-66574"
954078571,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/240/240734_7423-lq.mp3"," https://www.freesound.org/data/previews/240/240734_7423-lq.ogg"," 50802-240734"
954078572,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/163/163445_2943714-lq.mp3"," https://www.freesound.org/data/previews/163/163445_2943714-lq.ogg"," 50802-163445"
954078573,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/116/116831_2085593-lq.mp3"," https://www.freesound.org/data/previews/116/116831_2085593-lq.ogg"," 50802-116831"
954078574,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/83/83946_1345028-lq.mp3"," https://www.freesound.org/data/previews/83/83946_1345028-lq.ogg"," 50802-83946"
954078575,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/71/71153_856713-lq.mp3"," https://www.freesound.org/data/previews/71/71153_856713-lq.ogg"," 50802-71153"
954078576,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/178/178925_227581-lq.mp3"," https://www.freesound.org/data/previews/178/178925_227581-lq.ogg"," 50802-178925"
954078577,"second_option
second_option
second_option
second_option
first_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/66/66545_634166-lq.mp3"," https://www.freesound.org/data/previews/66/66545_634166-lq.ogg"," 82402-66545"
954078578,"second_option
second_option
second_option
first_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/242/242009_4401185-lq.mp3"," https://www.freesound.org/data/previews/242/242009_4401185-lq.ogg"," 82402-242009"
954078579,"second_option
second_option
first_option
first_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/326/326332_5519877-lq.mp3"," https://www.freesound.org/data/previews/326/326332_5519877-lq.ogg"," 82402-326332"
954078580,"second_option
second_option
second_option
first_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/66/66550_634166-lq.mp3"," https://www.freesound.org/data/previews/66/66550_634166-lq.ogg"," 82402-66550"
954078581,"second_option
first_option
first_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/248/248875_4556350-lq.mp3"," https://www.freesound.org/data/previews/248/248875_4556350-lq.ogg"," 82402-248875"
954078582,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/321/321284_2146894-lq.mp3"," https://www.freesound.org/data/previews/321/321284_2146894-lq.ogg"," 82402-321284"
954078583,"first_option
first_option
second_option
first_option
first_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/248/248660_4556350-lq.mp3"," https://www.freesound.org/data/previews/248/248660_4556350-lq.ogg"," 82402-248660"
954078584,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/339/339820_5121236-lq.mp3"," https://www.freesound.org/data/previews/339/339820_5121236-lq.ogg"," 82402-339820"
954078585,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/69/69504_634166-lq.mp3"," https://www.freesound.org/data/previews/69/69504_634166-lq.ogg"," 82402-69504"
954078586,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/302/302793_2050105-lq.mp3"," https://www.freesound.org/data/previews/302/302793_2050105-lq.ogg"," 82402-302793"
954078587,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/175/175395_1747897-lq.mp3"," https://www.freesound.org/data/previews/175/175395_1747897-lq.ogg"," 82402-175395"
954078588,"second_option
second_option
first_option
first_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/82/82418_1276308-lq.mp3"," https://www.freesound.org/data/previews/82/82418_1276308-lq.ogg"," 82402-82418"
954078589,"second_option
second_option
second_option
first_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/246/246989_4445860-lq.mp3"," https://www.freesound.org/data/previews/246/246989_4445860-lq.ogg"," 82402-246989"
954078590,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/42/42909_92661-lq.mp3"," https://www.freesound.org/data/previews/42/42909_92661-lq.ogg"," 82402-42909"
954078591,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/62/62216_614053-lq.mp3"," https://www.freesound.org/data/previews/62/62216_614053-lq.ogg"," 110011-62216"
954078592,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/339/339894_4040864-lq.mp3"," https://www.freesound.org/data/previews/339/339894_4040864-lq.ogg"," 110011-339894"
954078593,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/315/315834_4557960-lq.mp3"," https://www.freesound.org/data/previews/315/315834_4557960-lq.ogg"," 110011-315834"
954078594,"second_option
second_option
second_option
first_option
first_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/62/62215_614053-lq.mp3"," https://www.freesound.org/data/previews/62/62215_614053-lq.ogg"," 110011-62215"
954078595,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/169/169206_1587259-lq.mp3"," https://www.freesound.org/data/previews/169/169206_1587259-lq.ogg"," 110011-169206"
954078596,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/156/156643_2792951-lq.mp3"," https://www.freesound.org/data/previews/156/156643_2792951-lq.ogg"," 110011-156643"
954078597,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/202/202192_1661766-lq.mp3"," https://www.freesound.org/data/previews/202/202192_1661766-lq.ogg"," 110011-202192"
954078598,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/315/315829_4557960-lq.mp3"," https://www.freesound.org/data/previews/315/315829_4557960-lq.ogg"," 110011-315829"
954078599,"second_option
second_option
second_option
first_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/344/344872_1968639-lq.mp3"," https://www.freesound.org/data/previews/344/344872_1968639-lq.ogg"," 110011-344872"
954078600,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/133/133542_31097-lq.mp3"," https://www.freesound.org/data/previews/133/133542_31097-lq.ogg"," 110011-133542"
954078601,"second_option
second_option
first_option
second_option
first_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/62/62213_614053-lq.mp3"," https://www.freesound.org/data/previews/62/62213_614053-lq.ogg"," 110011-62213"
954078602,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/256/256452_4754386-lq.mp3"," https://www.freesound.org/data/previews/256/256452_4754386-lq.ogg"," 110011-256452"
954078603,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/62/62209_614053-lq.mp3"," https://www.freesound.org/data/previews/62/62209_614053-lq.ogg"," 110011-62209"
954078604,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/41/41251_378285-lq.mp3"," https://www.freesound.org/data/previews/41/41251_378285-lq.ogg"," 110011-41251"
954078605,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/254/254755_4062622-lq.mp3"," https://www.freesound.org/data/previews/254/254755_4062622-lq.ogg"," 240015-254755"
954078606,"first_option
second_option
second_option
second_option
first_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/266/266319_1218676-lq.mp3"," https://www.freesound.org/data/previews/266/266319_1218676-lq.ogg"," 240015-266319"
954078607,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/296/296486_2050105-lq.mp3"," https://www.freesound.org/data/previews/296/296486_2050105-lq.ogg"," 240015-296486"
954078608,"second_option
second_option
first_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/70/70377_1031833-lq.mp3"," https://www.freesound.org/data/previews/70/70377_1031833-lq.ogg"," 240015-70377"
954078609,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/124/124716_296888-lq.mp3"," https://www.freesound.org/data/previews/124/124716_296888-lq.ogg"," 240015-124716"
954078610,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/223/223676_3162775-lq.mp3"," https://www.freesound.org/data/previews/223/223676_3162775-lq.ogg"," 240015-223676"
954078611,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/118/118560_2124559-lq.mp3"," https://www.freesound.org/data/previews/118/118560_2124559-lq.ogg"," 240015-118560"
954078612,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/210/210178_3685050-lq.mp3"," https://www.freesound.org/data/previews/210/210178_3685050-lq.ogg"," 240015-210178"
954078613,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/278/278141_5239075-lq.mp3"," https://www.freesound.org/data/previews/278/278141_5239075-lq.ogg"," 240015-278141"
954078617,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/118/118561_2124559-lq.mp3"," https://www.freesound.org/data/previews/118/118561_2124559-lq.ogg"," 240015-118561"
954078618,"second_option
second_option
second_option
second_option
first_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/245/245193_4425061-lq.mp3"," https://www.freesound.org/data/previews/245/245193_4425061-lq.ogg"," 240015-245193"
954078619,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/334/334805_3768893-lq.mp3"," https://www.freesound.org/data/previews/334/334805_3768893-lq.ogg"," 240015-334805"
954078620,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/181/181679_3122126-lq.mp3"," https://www.freesound.org/data/previews/181/181679_3122126-lq.ogg"," 240015-181679"
954078621,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/216/216994_32926-lq.mp3"," https://www.freesound.org/data/previews/216/216994_32926-lq.ogg"," 240015-216994"
954078622,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/30/30608_37876-lq.mp3"," https://www.freesound.org/data/previews/30/30608_37876-lq.ogg"," 264498-30608"
954078623,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/185/185045_3050308-lq.mp3"," https://www.freesound.org/data/previews/185/185045_3050308-lq.ogg"," 264498-185045"
954078624,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/174/174251_2337088-lq.mp3"," https://www.freesound.org/data/previews/174/174251_2337088-lq.ogg"," 264498-174251"
954078625,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/264/264456_4205952-lq.mp3"," https://www.freesound.org/data/previews/264/264456_4205952-lq.ogg"," 264498-264456"
954078626,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/174/174353_2337088-lq.mp3"," https://www.freesound.org/data/previews/174/174353_2337088-lq.ogg"," 264498-174353"
954078627,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/174/174148_2337088-lq.mp3"," https://www.freesound.org/data/previews/174/174148_2337088-lq.ogg"," 264498-174148"
954078628,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/248/248045_4361022-lq.mp3"," https://www.freesound.org/data/previews/248/248045_4361022-lq.ogg"," 264498-248045"
954078629,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/240/240280_4214255-lq.mp3"," https://www.freesound.org/data/previews/240/240280_4214255-lq.ogg"," 264498-240280"
954078630,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/174/174604_2337088-lq.mp3"," https://www.freesound.org/data/previews/174/174604_2337088-lq.ogg"," 264498-174604"
954078631,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/179/179385_3326047-lq.mp3"," https://www.freesound.org/data/previews/179/179385_3326047-lq.ogg"," 264498-179385"
954078632,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/125/125319_2266204-lq.mp3"," https://www.freesound.org/data/previews/125/125319_2266204-lq.ogg"," 264498-125319"
954078633,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/186/186134_3458104-lq.mp3"," https://www.freesound.org/data/previews/186/186134_3458104-lq.ogg"," 264498-186134"
954078634,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/174/174252_2337088-lq.mp3"," https://www.freesound.org/data/previews/174/174252_2337088-lq.ogg"," 264498-174252"
954078635,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/344/344633_6073969-lq.mp3"," https://www.freesound.org/data/previews/344/344633_6073969-lq.ogg"," 264498-344633"
954078636,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/89/89467_234748-lq.mp3"," https://www.freesound.org/data/previews/89/89467_234748-lq.ogg"," 325462-89467"
954078637,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/344/344039_950925-lq.mp3"," https://www.freesound.org/data/previews/344/344039_950925-lq.ogg"," 325462-344039"
954078638,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/4/4237_4948-lq.mp3"," https://www.freesound.org/data/previews/4/4237_4948-lq.ogg"," 325462-4237"
954078639,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/19/19158_76085-lq.mp3"," https://www.freesound.org/data/previews/19/19158_76085-lq.ogg"," 325462-19158"
954078640,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/55/55209_4948-lq.mp3"," https://www.freesound.org/data/previews/55/55209_4948-lq.ogg"," 325462-55209"
954078641,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/251/251489_1118942-lq.mp3"," https://www.freesound.org/data/previews/251/251489_1118942-lq.ogg"," 325462-251489"
954078642,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/45/45129_515865-lq.mp3"," https://www.freesound.org/data/previews/45/45129_515865-lq.ogg"," 325462-45129"
954078643,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/7/7285_12368-lq.mp3"," https://www.freesound.org/data/previews/7/7285_12368-lq.ogg"," 325462-7285"
954078644,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/316/316793_93137-lq.mp3"," https://www.freesound.org/data/previews/316/316793_93137-lq.ogg"," 325462-316793"
954078645,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/200/200837_3734261-lq.mp3"," https://www.freesound.org/data/previews/200/200837_3734261-lq.ogg"," 325462-200837"
954078646,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/319/319346_3625175-lq.mp3"," https://www.freesound.org/data/previews/319/319346_3625175-lq.ogg"," 325462-319346"
954078647,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/119/119450_1990688-lq.mp3"," https://www.freesound.org/data/previews/119/119450_1990688-lq.ogg"," 325462-119450"
954078648,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/40/40728_215874-lq.mp3"," https://www.freesound.org/data/previews/40/40728_215874-lq.ogg"," 325462-40728"
954078649,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/37/37241_376980-lq.mp3"," https://www.freesound.org/data/previews/37/37241_376980-lq.ogg"," 325462-37241"
954078650,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/44/44695_2518-lq.mp3"," https://www.freesound.org/data/previews/44/44695_2518-lq.ogg"," 337791-44695"
954078651,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/22/22362_124811-lq.mp3"," https://www.freesound.org/data/previews/22/22362_124811-lq.ogg",22362," https://www.freesound.org/data/previews/44/44734_488434-lq.mp3"," https://www.freesound.org/data/previews/44/44734_488434-lq.ogg"," 337791-44734"
